cuisine	types	name	ingredients	difficulty	health_banners	ingredients_parsed
	['dinner', 'main-course', 'supper']	Easy butter chicken	['500g skinless boneless chicken thighs', '1/2-1 lemon, (to taste) juiced', '2 tsp ground cumin', '2 tsp paprika', '1-2 tsp hot chilli powder', '200g natural yogurt', '2 tbsp vegetable oil', '1 large onion, chopped', '3 garlic cloves, crushed', '1 green chilli, deseeded and finely chopped (optional)', 'thumb-sized piece ginger, grated', '1 tsp garam masala', '2 tsp ground fenugreek', '3 tbsp tomato purée', '300ml chicken stock', '50g flaked almonds, toasted', 'cooked  basmati rice', 'naan bread', 'mango chutney or lime pickle', 'fresh  coriander', 'lime wedges']	Easy	['Healthy', 'High-protein', 'Low calorie']	['skinless boneless chicken thigh', 'lemon juic', 'ground cumin', 'paprika', 'hot chilli powder', 'natur yogurt', 'veget oil', 'larg onion chop', 'garlic clove crush', 'green chilli deseed fine chop', 'thumb size ginger grate', 'garam masala', 'ground fenugreek', 'tomato puré', 'chicken stock', 'flake almond toast', 'cook basmati rice', 'naan bread', 'mango chutney lime pickl', 'fresh coriand', 'lime wedg']
['chinese']	['dinner', 'main-course']	Salt and pepper chicken	"['500g skinless, boneless chicken thighs', '1 tsp flaky sea salt', ""1 tsp Sichuan peppercorns (use normal peppercorns if you can't find these)"", '1 tbsp cornflour', '1 tsp Chinese five-spice powder', '1 tsp sesame seeds', '1 tbsp olive oil', '1 tbsp soy sauce', '1 tbsp honey', '250g Asian greens such as pak choi', 'handful chopped coriander, sliced spring onions and cooked rice (to serve)']"	Easy	[]	['skinless boneless chicken thigh', 'flaki sea salt', 'sichuan peppercorn', 'cornflour', 'chines five spice powder', 'sesam seed', 'oliv oil', 'soy sauc', 'honey', 'asian green pak choi', 'hand chop coriand slice spring onion cook rice']
['british']	['dinner', 'lunch', 'side-dish']	Cheesy garlic bread	['500g strong white bread flour', '7g sachet/1.5 tsp fast-action yeast', '1 tsp salt', '2 tbsp olive oil', '1 tbsp clear honey', '2 garlic cloves, crushed', '25g soft butter', '100g mature cheddar, grated', 'handful thyme leaves']	Easy	['Vegetarian']	['strong white bread flour', 'sachettsp fast action yeast', 'salt', 'oliv oil', 'clear honey', 'garlic clove crush', 'soft butter', 'matur cheddar grate', 'hand thyme leaf']
	['side-dish', 'snack']	Slow cooker bread	['500g strong wholemeal flour or strong white flour (or a mix of flours, see tip), plus extra for dusting ', '7g sachet fast-action dried yeast', '1tsp fine sea salt']	Easy	['Vegan', 'Vegetarian']	['strong wholem flour strong white flour plus extra dust', 'sachet fast action dri yeast', 'fine sea salt']
['british']	['afternoon-tea', 'dessert', 'treat']	Bread pudding	['500g white or wholemeal bread', '500g/1lb 2oz mixed dried fruit', '85g mixed peel', '1½ tbsp mixed spice', '600ml milk', '2 large  eggs, beaten', '140g light muscovado sugar', 'zest 1 lemon (optional)', '100g butter, melted', '2 tbsp demerara sugar']	Easy	['Freezable']	['white wholem bread', 'glb mix dri fruit', 'mix peel', 'mix spice', 'milk', 'larg egg beaten', 'light muscovado sugar', 'zest lemon', 'butter melt', 'demerara sugar']
['british']	['afternoon-tea', 'treat']	Beetroot brownies	['500g whole raw beetroot (3-4 medium beets)', '100g unsalted butter, plus extra for the tin', '200g bar plain chocolate (70% cocoa)', '1 tsp vanilla extract', '250g golden caster sugar', '3 eggs', '100g plain flour', '25g cocoa powder']	Easy	['Freezable']	['raw beetroot', 'unsalt butter plus extra tin', 'bar plain chocol', 'vanilla extract', 'golden caster sugar', 'egg', 'plain flour', 'cocoa powder']
	['dinner', 'supper']	Crispy grilled feta with saucy butter beans	['500ml passata', '2 x 400g cans  butter beans, drained and rinsed', '2 garlic cloves, crushed', '1 tsp dried  oregano, plus a pinch', '200g spinach', '2 roasted red peppers, sliced', '1⁄2  lemon, zested and juiced', '100g block of  feta, cut into chunks', '1⁄2 tsp  olive oil', '4 small  pittas']	Easy	['Freezable (beans only)', 'Healthy', 'Vegetarian']	['passata', 'can butter bean drain rins', 'garlic clove crush', 'dri oregano plus', 'spinach', 'roast red pepper slice', ' lemon zest juic', 'block feta cut chunk', ' oliv oil', 'small pitta']
['british']	['condiment', 'dinner']	White sauce	['500ml whole milk', '1 onion, halved', '1 bay leaf', '2 cloves', '50g butter', '50g plain flour']	Easy	['Freezable', 'Vegetarian']	['milk', 'onion halv', 'bay leaf', 'clove', 'butter', 'plain flour']
['british']	['dinner']	Best ever macaroni cheese recipe	['50g baguette, cut into small chunks', '2 tbsp butter, plus 1 tbsp melted', '350g spiral or other short pasta', '1 garlic clove, finely chopped', '1 tsp English mustard powder', '3 tbsp plain flour', '500ml whole milk', '250g vegetarian mature cheddar, grated ', '50g parmesan (or vegetarian alternative), grated ']	Easy	['Freezable', 'Vegetarian']	['baguett cut small chunk', 'butter plus melt', 'spiral short pasta', 'garlic clove fine chop', 'english mustard powder', 'plain flour', 'milk', 'vegetarian matur cheddar grate', 'parmesan grate']
['british']	['afternoon-tea', 'dessert']	Chocolate cornflake cakes	['50g butter', '100g milk or dark chocolate, broken into chunks', '3 tbsp golden syrup', '100g cornflakes']	Easy	['Easily doubled', 'Easily halved']	['butter', 'milk dark chocol broken chunk', 'golden syrup', 'cornflak']
	['condiment']	Chip shop curry sauce	['50g butter', '2 large onions, sliced', '4 garlic cloves, sliced', 'thumb-sized piece ginger, peeled and sliced', '3 tbsp mild curry powder', '1 tsp turmeric', '50g raisins', '3 tbsp malt vinegar', '1 star anise', '500ml chicken stock or vegetable stock for vegetarians', '2 tbsp cornflour', 'lemon juice, to taste']	Easy	['Freezable', 'Vegetarian']	['butter', 'larg onion slice', 'garlic clove slice', 'thumb size ginger peel slice', 'mild curri powder', 'turmer', 'raisin', 'malt vinegar', 'star anis', 'chicken stock veget stock vegetarian', 'cornflour', 'lemon juic tast']
['british']	['dinner', 'soup']	Leek & potato soup	['50g butter', '450g potatoes, peeled and cut into 1cm pieces  (try Golden Wonders or Kerr Pinks)', '1 small onion, cut the same size as the potatoes', '450g white parts of leeks, sliced  (save the green tops for another soup or stock)', '850ml-1.2litres/1.5-2pts light chicken  or vegetable stock', '142ml carton whipping cream', '125ml full-fat milk', 'the white part of 1 leek', 'a small knob of butter', 'finely chopped chives']	Easy	['Freezable', 'Vegetarian']	['butter', 'potato peel cut piec', 'small onion cut size potato', 'white part leek slice', ' litrespt light chicken veget stock', 'whip cream', 'full fat milk', 'white part leek', 'small knob butter', 'fine chop chive']
['british']	['dinner', 'main-course']	Chestnut, spinach & blue cheese en croûte	['50g butter', '500g pack leeks, thickly sliced', '3 garlic cloves, thinly sliced', '240g bag baby spinach', '415g can chestnut purée', '3 large eggs, plus 1 for glazing', '½ nutmeg, finely grated', '200g pack vacuum-packed whole cooked chestnuts, halved', '85g fresh white breadcrumbs', '220g pack blue Shropshire cheese, rind trimmed, diced', '500g pack all-butter puff pastry', '500ml vegetable stock', '2 leeks, thinly sliced', '1 tbsp cornflour', '300ml pot double cream']	More effort	['Vegetarian']	['butter', 'leek thick slice', 'garlic clove thin slice', 'bag babi spinach', 'chestnut puré', 'larg egg plus glaze', 'nutmeg fine grate', 'vacuum pack cook chestnut halv', 'fresh white breadcrumb', 'blue shropshir chees rind trim dice', ' butter puff pastri', 'veget stock', 'leek thin slice', 'cornflour', 'pot doubl cream']
['italian']	['main-course']	Creamy courgette risotto	['50g butter, plus 2 knobs more', '1 small onion, finely chopped', '250g courgette, 140g coarsely grated, the rest diced', '175g risotto rice', 'zest and juice 1 lemon', '1.2l vegetable (or chicken) stock, kept hot on a low heat', '25g parmesan (or vegetarian alternative), grated', '2 heaped tbsp mascarpone', 'splash of olive oil', '1 heaped tbsp toasted pine nuts']	Easy	['Vegetarian']	['butter plus knob', 'small onion fine chop', 'courgett coars grate rest dice', 'risotto rice', 'zest juic lemon', 'veget stock kept hot low heat', 'parmesan grate', 'heap mascarpon', 'splash oliv oil', 'heap toast pine nut']
['greek']	['dinner', 'main-course']	Greek lamb tray bake	['50g fresh white breadcrumbs', '250g lamb mince', '1 egg, beaten', '2 onions, halved', 'large handful mint, chopped', '2 large potatoes, cut into wedges', '2 courgettes, cut into batons', '12 cherry tomatoes', '2 tbsp olive oil', '50g feta cheese, crumbled']	Easy	[]	['fresh white breadcrumb', 'lamb minc', 'egg beaten', 'onion halv', 'larg hand mint chop', 'larg potato cut wedg', 'courgett cut baton', 'cherri tomato', 'oliv oil', 'feta chees crumbl']
['brazilian']	['afternoon-tea', 'snack', 'treat']	Pineapple upside-down cake	['50g softened  butter', '50g light soft brown sugar', '7 pineapple rings in syrup, drained and syrup reserved', '7 glacé cherries', '100g softened  butter', '100g golden caster sugar', '100g self-raising flour', '1 tsp baking powder', '1 tsp vanilla extract', '2 eggs']	Easy	['Freezable']	['soften butter', 'light soft brown sugar', 'pineappl ring syrup drain syrup reserv', 'glacé cherri', 'soften butter', 'golden caster sugar', 'self rais flour', 'bake powder', 'vanilla extract', 'egg']
	['side-dish']	Homemade sourdough bread	['50g strong white flour to start, then 25g extra a day for 6 days', '50g strong wholemeal flour to start, then 25g extra a day for 6 days', '450g strong white flour, plus extra for dusting', '50g wholemeal flour', '10g fine salt', '100g sourdough starter (see above)']	Easy	['Vegan']	['strong white flour start extra day day', 'strong wholem flour start extra day day', 'strong white flour plus extra dust', 'wholem flour', 'fine salt', 'sourdough starter']
['british']	['dinner', 'lunch', 'main-course', 'supper']	Veggie tahini lentils	['50g tahini', 'zest and juice 1 lemon', '2 tbsp olive oil', '1 red onion, thinly sliced', '1 garlic clove, crushed', '1 yellow pepper, thinly sliced', '200g green beans, trimmed and halved', '1 courgette, sliced into half moons', '100g shredded kale', '250g pack pre-cooked puy lentils']	Easy	['Freezable', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']	['tahini', 'zest juic lemon', 'oliv oil', 'red onion thin slice', 'garlic clove crush', 'yellow pepper thin slice', 'green bean trim halv', 'courgett slice half moon', 'shred kale', 'pre cook puy lentil']
['chinese']	['buffet', 'side-dish', 'snack', 'supper']	Steamed bao buns	['525g plain flour, plus extra for dusting', '1½ tbsp caster sugar, plus a pinch', '1 tsp fast-action dried yeast', '50ml milk', '1 tbsp sunflower oil,  plus extra for brushing and for the bowl', '1 tbsp rice vinegar', '1 tsp baking powder']	A challenge	['Easily halved', 'Freezable']	['plain flour plus extra dust', 'caster sugar plus', 'fast action dri yeast', 'milk', 'sunflow oil plus extra brush bowl', 'rice vinegar', 'bake powder']
['british']	['dessert', 'treat']	The best apple crumble	['575g Bramley apple (3 medium apples), peeled, cored and sliced to 1cm thick', '2 tbsp golden caster sugar', '175g plain flour', '110g golden caster sugar', '110g cold butter', '1 tbsp rolled oats', '1 tbsp demerara sugar', 'double cream, clotted cream or custard, to serve']	Easy	[]	['bramley appl peel core slice thick', 'golden caster sugar', 'plain flour', 'golden caster sugar', 'cold butter', 'roll oat', 'demerara sugar', 'doubl cream clot cream custard serv']
['british']	['buffet', 'dinner', 'main-course', 'supper']	Chicken & ham pie	['6 boneless skinless chicken breasts, cubed', '3 carrots, chopped', '3 potatoes, peeled and cubed', '2 celery  stalks, chopped', '2 tsp chopped fresh thyme or 1 tsp dried', '850ml hot chicken stock', '50g butter', '2 onions, chopped', '50g plain flour', '300ml milk', 'juice of 1 lemon', '2 tbsp chopped parsley', '4 thin slices ham, cut into strips', '500g pack shortcrust pastry', '1 egg, beaten']	Easy	[]	['boneless skinless chicken breast cube', 'carrot chop', 'potato peel cube', 'celeri stalk chop', 'chop fresh thyme dri', 'hot chicken stock', 'butter', 'onion chop', 'plain flour', 'milk', 'juic lemon', 'chop parsley', 'thin slice ham cut strip', 'shortcrust pastri', 'egg beaten']
	['buffet', 'side-dish', 'snack']	Caramelised onion & thyme sausage rolls	['6 pork sausages', '2 tbsp caramelised onion  chutney', '1 tsp wholegrain mustard', '1 tbsp chopped thyme', '320g sheet puff pastry', '1 beaten egg', '½ tbsp poppy seeds']	Easy	['Freezable']	['pork sausag', 'caramelis onion chutney', 'wholegrain mustard', 'chop thyme', 'sheet puff pastri', 'beaten egg', 'poppi seed']
	['dinner']	Air fryer sausages	['6 sausages of your choice']	Easy	[]	['sausag choic']
	['dinner', 'supper']	Chicken, spinach & bacon alfredo pasta bake	['6 smoked streaky bacon rashers', '1 tbsp olive oil', '4 boneless, skinless chicken thighs', '½ tsp dried oregano', '3 garlic cloves, crushed', '1 chicken stock cube', '1 heaped tbsp plain flour', '300ml double cream', '500g short  pasta (we used rigatoni)', '100g parmesan, grated', '2 tsp  Dijon mustard', '100g baby spinach, roughly chopped', 'large handful of fresh or dried breadcrumbs', '3 tomatoes, chopped']	Easy	['Freezable']	['smoke streaki bacon rasher', 'oliv oil', 'boneless skinless chicken thigh', 'dri oregano', 'garlic clove crush', 'chicken stock', 'heap plain flour', 'doubl cream', 'short pasta', 'parmesan grate', 'dijon mustard', 'babi spinach rough chop', 'larg hand fresh dri breadcrumb', 'tomato chop']
	['dinner', 'vegetable']	Aubergine, tomato & halloumi pie	['6 tbsp olive oil or rapeseed oil', '2 large aubergines, cut into thin rounds', '1 large red onion, halved and sliced', '2 garlic cloves, crushed', '2 tsp ground coriander', '400g can chopped tomatoes', '1½ tbsp pomegranate molasses or good balsamic vinegar', 'small bunch mint, leaves chopped', '270g block halloumi, cut into 8 slices', '500g block all-butter puff pastry', '50g pine nuts, toasted', '1 egg, beaten', '1 tbsp sesame seeds']	Easy	['Freezable', 'Vegetarian']	['oliv oil rapese oil', 'larg aubergin cut thin round', 'larg red onion halv slice', 'garlic clove crush', 'ground coriand', 'chop tomato', 'pomegran molass good balsam vinegar', 'small bunch mint leaf chop', 'block halloumi cut slice', 'block butter puff pastri', 'pine nut toast', 'egg beaten', 'sesam seed']
	['side-dish', 'vegetable']	Chilli-charred brussels sprouts	['600g brussels sprouts, trimmed at the base', '60ml olive oil', '4 garlic cloves, peeled and bashed', '1-2 tsp chilli flakes', '1 lemon, zested and juiced']	Easy	['Freezable', 'Dairy-free', 'Gluten-free', 'Healthy', 'Vegan', 'Vegetarian']	['brussel sprout trim base', 'oliv oil', 'garlic clove peel bash', 'chilli flake', 'lemon zest juic']
	['dinner']	Creamy baked gnocchi with squash & spinach	['600g butternut squash, peeled, deseeded and cut into small chunks (450g prepared weight)', '1 tbsp olive oil, plus a drizzle (for optional air-frying)', '2 garlic cloves, crushed', '160g baby leaf spinach', '250g mascarpone', 'grating of nutmeg', '30g parmesan or vegetarian alternative, grated', '500g gnocchi', '3 tbsp  fresh or dried breadcrumbs']	Easy	['Vegetarian']	['butternut squash peel deseed cut small chunk', 'oliv oil plus drizzl', 'garlic clove crush', 'babi leaf spinach', 'mascarpon', 'grate nutmeg', 'parmesan vegetarian altern grate', 'gnocchi', 'fresh dri breadcrumb']
	['dinner']	Crispy sesame lemon chicken	['600g chicken breast fillets, cut into 2cm pieces', '2tbsp cornflour', '5tbsp plain flour', '1tsp baking powder', 'large pinch of white pepper', '1 egg, beaten', '2tbsp sunflower or vegetable oil, for frying', '2 spring onions, finely sliced, to serve ', 'cooked noodles, to serve  (optional)', '2tsp cornflour', '2 unwaxed lemons, zested and juiced', '2tbsp honey', '2tbsp soy sauce', '2tsp sesame seeds', '2tsp sesame oil']	Easy	['Dairy-free', 'High-protein', 'Low sugar', 'Nut-free']	['chicken breast fillet cut piec', 'cornflour', 'plain flour', 'bake powder', 'larg white pepper', 'egg beaten', 'sunflow veget oil fri', 'spring onion fine slice serv', 'cook noodl serv', 'cornflour', 'unwax lemon zest juic', 'honey', 'soy sauc', 'sesam seed', 'sesam oil']
